id,title,date,summary,author,link,picture_link,identifier,category,posts,scraped_date
65581670,"Babišův byznys zastřeší jediný fond, bude největší v ČR. Vliv na 250 firem si ale ministr zachová",2017-01-10T00:00:00+01:00,"Andrej Babiš se chystá převést svůj majetek v hodnotě desítek miliard korun do svěřenského fondu, aby vyhověl zákonu o střetu zájmů.
Vliv na 250 firem si přesto dokáže zachovat.",Martin Ťopek,http://archiv.ihned.cz/c1-65581670-babisuv-byznys-v-hodnote-desitek-miliard-zastresi-jediny-fond-bude-nejvetsi-v-cesku?utm_source=mediafed&utm_medium=rss&utm_campaign=mediafed,http://img.ihned.cz/attachment.php/530/66785530/48hEz7uOs5qC2FSwmfT3v0LpiQVHPtMr/BabiL_HN_BBBB_Libor_FojtA-k.jpg,https://byznys.ihned.cz/65581670,byznys,20,2017-01-11T04:08:31.365013+00:00
65581650,"Česko má nejnižší nezaměstnanost v EU. Firmám ale chybí lidé, a budou proto muset letos zvyšovat mzdy",2017-01-10T00:00:00+01:00,"České firmy se potýkají s nejnižší nezaměstnaností za posledních osm let, chybí jim kvalifikovaní lidé i dělníci.
Růst mezd je nevyhnutelný, letos oproti loňsku ještě zrychlí. Ekonomika situaci ustojí, firmy spoléhající na levnou práci se ale mohou dostat do problémů.",Janis Aliapulios,http://archiv.ihned.cz/c1-65581650-mzdy-nepolevuji-v-rustu-ve-spojeni-s-koncem-intervenci-se-kvuli-tomu-mohou-nektere-firmy-dostat-do-potizi?utm_source=mediafed&utm_medium=rss&utm_campaign=mediafed,http://img.ihned.cz/attachment.php/250/66785250/hC3B029G5wdleuiO6QANqIHSFmLgnUKo/jarvis_5873ebec498eab70332d1e78.jpeg,https://byznys.ihned.cz/65581650,byznys,26,2017-01-11T04:08:31.365013+00:00
65581350,"Muži se oblékají lépe, říká podnikatelka s módou Motlíková. Začínala u zakladatele impéria Steilmann",2017-01-10T00:00:00+01:00,"Anna Motlíková přes 25 let patří k předním osobnostem českého byznysu s módou.
Prodává mimo jiné značky Steilmann a Stones a od ledna její firma Steilmann Praha rozšířila nabídku o další brandy Comma a Jones.
Motlíková má radost z toho, že dnes je kultura odívání u mužů mnohdy kvalitnější než u žen.",Milan Mikulka,http://archiv.ihned.cz/c1-65581350-muzi-se-oblekaji-lepe-nez-zeny-rika-podnikatelka-s-modou-motlikova-zacinala-u-zakladatele-imperia-steilmann?utm_source=mediafed&utm_medium=rss&utm_campaign=mediafed,http://img.ihned.cz/attachment.php/460/66784460/Jm08xa1Otg9h6NK3fVk7oSczF2bLiBAP/jarvis_5873cda1498e711a2f274393.jpg,https://byznys.ihned.cz/65581350,byznys,2,2017-01-11T04:08:31.365013+00:00
65581250,"Kellnerův manažer kupuje chmelnice. Není to náš byznys, tvrdí PPF, i když firma sídlí v její centrále",2017-01-10T00:00:00+01:00,"Dvě chmelařské firmy na Rakovnicku se loni přesunuly pod společnost, kterou ovládá šéf strategických projektů PPF Ladislav Chvátal. PPF se k transakcím nehlásí. 
V minulosti ale koupila společnost od kyperské firmy, která má zástavní právo na Chvátalův podíl. 
Podle zdrojů z agrárního byznysu PPF nemusí jít o prodej chmele, ale investici do lukrativní zemědělské půdy.",Tomáš Pergler,http://archiv.ihned.cz/c1-65581250-kellneruv-manazer-kupuje-chmelnice-neni-to-nas-byznys-tvrdi-ppf?utm_source=mediafed&utm_medium=rss&utm_campaign=mediafed,http://img.ihned.cz/attachment.php/380/66783380/9KjxDMpmsh0tAPFBSuivo7ldbz4CU2ne/jarvis_5873c86b498e711a2f2712ce.jpeg,https://byznys.ihned.cz/65581250,byznys,0,2017-01-11T04:08:31.365013+00:00
65581160,"Mladé banky zažily úspěšný rok. Nejvíc nových klientů nabrala Fio banka, téměř sto tisíc získala i Air Bank",2017-01-10T00:00:00+01:00,"Celkový počet klientů Air Bank, mBank, Equa bank, Fio banky a Zuno bank přesáhl na konci loňského roku 2,3 milionu. 
Nejvíc z nich měla Fio banka, která loni nabrala 115 tisíc nových klientů. 
Z tradičních domů se dařilo získat nové zákazníky Komerční bance a UniCredit Bank. Česká spořitelna, ČSOB a Moneta naopak ztrácely.",Olga Skalková,http://archiv.ihned.cz/c1-65581160-mlade-banky-mely-uspesny-rok?utm_source=mediafed&utm_medium=rss&utm_campaign=mediafed,http://img.ihned.cz/attachment.php/960/66782960/bdANpyK0tH3eD2QiJSO8mcPLnFjaxMl6/jarvis_5873c3d9498e711a2f26e9fb.jpeg,https://byznys.ihned.cz/65581160,byznys,5,2017-01-11T04:08:31.365013+00:00
65581120,Které americké akcie jsou slibné? Banky a farmaceutické firmy,2017-01-10T00:00:00+01:00,"Na finanční trhy budou mít letos velký vliv kroky administrativy nového amerického prezidenta Donalda Trumpa. 
Podle Deutsche Bank by mohl index S&amp;P 500 dokonce zamířit k úrovni 2350 bodů. 
Oproti aktuálnímu stavu by to ale znamenalo růst o pouhá tři procenta. Zajímavé pro investory mohou být akcie amerických bank či tamních farmaceutických firem.",Jaroslav Krejčí,http://archiv.ihned.cz/c1-65581120-ktere-americke-akcie-jsou-slibne-banky-a-farmaceuticke-firmy?utm_source=mediafed&utm_medium=rss&utm_campaign=mediafed,http://img.ihned.cz/attachment.php/760/66782760/BvSgt9umriE8f7UGVkPcChQlJI2Dy0dn/jarvis_5873c1e8498e711a2f26d2e0.jpeg,https://byznys.ihned.cz/65581120,byznys,0,2017-01-11T04:08:31.365013+00:00
65581070,FBI zatkla manažera VW kvůli Dieselgate,2017-01-10T00:00:00+01:00,"V trestním vyšetřování emisního skandálu německé automobilky VW ve Spojených státech byl zatčen vysoký manažer.  
Jedná se o bývalého šéfa amerického oddělení firmy pro dodržování regulačních předpisů Olivera Schmidta. 
Manažer byl podle zdrojů listu The New York Times zatčen v sobotu na Floridě a stane před soudem v Detroitu.",ČTK,http://archiv.ihned.cz/c1-65581070-fbi-zatkla-manazera-vw-kvuli-dieselgate?utm_source=mediafed&utm_medium=rss&utm_campaign=mediafed,http://img.ihned.cz/attachment.php/280/66782280/AjQ5SNymxfbBcpta6G0CMzvwP4hE819l/jarvis_5873ba2c498e711a2f2699d2.jpeg,https://byznys.ihned.cz/65581070,byznys,0,2017-01-11T04:08:31.365013+00:00
65581050,Šimáně a další developeři postaví v Brně nové čtvrti. Výstavba se přesouvá z centra na okraj města,2017-01-10T00:00:00+01:00,"Developeři v&nbsp;Brně chystají velké rezidenční projekty. Během následujících několika let plánují postavit stovky bytů pro tisíce lidí.  
Nejblíže k&nbsp;výstavbě nové městské čtvrti je skupina Unimex Group, za&nbsp;kterou stojí podnikatelé Jiří Šimáně a&nbsp;Jaromír Šmejkal.  
V&nbsp;širším centru Brna docházejí byty. Vlivem toho roste cena nemovitostí. Developerské firmy se začínají více zaměřovat na&nbsp;okraj města.",Adam Váchal,http://archiv.ihned.cz/c1-65581050-simane-a-dalsi-developeri-postavi-v-brne-nove-ctvrte?utm_source=mediafed&utm_medium=rss&utm_campaign=mediafed,http://img.ihned.cz/attachment.php/180/66782180/Pi7BdbmrEn93QMgvGfFIxk0R51KejqpH/jarvis_5873b9e7498e711a2f2695d0.jpeg,https://byznys.ihned.cz/65581050,byznys,0,2017-01-11T04:08:31.365013+00:00
65581030,Komárek chtěl ovládnout chorvatskou ropnou společnost INA. O rozhodující podíl má ale zájem tamní vláda,2017-01-10T00:00:00+01:00,"Kontrolu nad chorvatskou ropnou společností INA má maďarský MOL, který vlastní 49 procent. 45 procent patří chorvatské vládě.
Český miliardář a vlastník společnosti KKCG Karel Komárek o získání společnosti usilovat a chorvatské vládě představil plán na její získání.
Chorvaté měli ale z Komárkova plánu obavy - v praxi by opět ztratili vliv na dění ve společnosti. Komárek se přesto podle chorvatských médií nikdy nevzdal a dosud patří mezi nejvážnější zájemce o INA.",Simone Radačičová,http://archiv.ihned.cz/c1-65581030-komarek-chtel-ovladnout-chorvatskou-spolecnost-ina?utm_source=mediafed&utm_medium=rss&utm_campaign=mediafed,http://img.ihned.cz/attachment.php/80/66782080/EF3QNgblHOV7hPf8U1prW6GSqLaAzRI4/jarvis_5873ba6a498eab7031ed7a9b.jpeg,https://byznys.ihned.cz/65581030,byznys,0,2017-01-11T04:08:31.365013+00:00
65581010,Kalendář,2017-01-10T00:00:00+01:00,"ČSÚ zveřejní v úterý čísla o vývoji inflace. 
ECB ve čtvrtek vydá zápis z posledního zasedání o měnové politice.
V pátek vydají hospodářské výsledky některé velké americké banky, včetně Bank of America.",Jaroslav Krejčí,http://archiv.ihned.cz/c1-65581010-kalendar?utm_source=mediafed&utm_medium=rss&utm_campaign=mediafed,http://img.ihned.cz/attachment.php/980/66781980/FUMTpNqyJgmL1ICKVEjh2zv0lP6SA9uc/jarvis_5873b91a498e711a2f2689cb.jpeg,https://byznys.ihned.cz/65581010,byznys,0,2017-01-11T04:08:31.365013+00:00
65580990,"Trhy ovlivní Trump a politické dění v Evropě, říkají analytici",2017-01-10T00:00:00+01:00,"1. Kam byste investoval v&nbsp;roce 2017?
2. Které události budou nejvíce ovlivňovat dění na&nbsp;trzích?",Jaroslav Krejčí,http://archiv.ihned.cz/c1-65580990-trhy-ovlivni-trump-a-politicke-deni-v-evrope-rikaji-analytici?utm_source=mediafed&utm_medium=rss&utm_campaign=mediafed,http://img.ihned.cz/attachment.php/660/66782660/yoMiaGvcSOnxkQwA2EpCRBHT8JhbDLWm/Trumnp_reuters_strana19.jpg,https://byznys.ihned.cz/65580990,byznys,0,2017-01-11T04:08:31.365013+00:00
65581550,"Konec intervencí může přijít v druhém čtvrtletí. Plovoucí kurz zvýší volání některých exportérů po zavedení eura, říká ekonom Bureš",2017-01-09T20:33:00+01:00,"Po třech letech intervencí míří inflace konečně vzhůru, v prosinci už dosáhla dvouprocentního cíle centrální banky.
Co zrychlující inflace pro ČNB znamená? Jak moc to ovlivní její rozhodování o ukončení intervencí?
Na otázky čtenářů odpovídal hlavní ekonom Patria Finance Jan Bureš.",Janis Aliapulios,http://byznys.ihned.cz/c1-65581550-inflace-roste-a-spekulanti-cekaji-na-svou-chvili-jak-pocitime-konec-intervenci-ptejte-se-ekonoma-burese?utm_source=mediafed&utm_medium=rss&utm_campaign=mediafed,http://img.ihned.cz/attachment.php/590/43518590/EIxB8yORGHTWQpC97fsJgL16z3eldFhV/65.jpg,https://byznys.ihned.cz/65581550,byznys,11,2017-01-11T04:08:31.365013+00:00
65581430,"Mercedes-Benz předstihl v prodejích BMW.  Firmy se ale přou, kdo je jednička trhu",2017-01-09T19:49:00+01:00,"Odbyt značky Mercedes-Benz loni vzrostl a překonal konkurenční BMW v segmentu luxusních vozů.
Mnichovská automobilka však oponuje, že po započtení ostatních značek koncernu jsou její prodeje stále vyšší než konkurenčního Daimleru.
Daimler, pod který Mercedes spadá, prodal loni 2,23 milionu vozů, BMW 2,37 milionu.",ČTK,http://byznys.ihned.cz/c1-65581430-mercedes-benz-predstihl-v-prodejich-bmw-firmy-se-ale-prou-kdo-je-jednicka-trhu?utm_source=mediafed&utm_medium=rss&utm_campaign=mediafed,http://img.ihned.cz/attachment.php/960/66500960/v7qGnJc06Ii2mxokAOUNDfsM5lzQ3yLS/jarvis_57aca2ba498e7649125aa738.jpg,https://byznys.ihned.cz/65581430,byznys,2,2017-01-11T04:08:31.365013+00:00
65580880,"Plán ropného kartelu nabourali Američané, tamní těžaři se vracejí na trh. Cena ropy se propadla",2017-01-09T19:00:00+01:00,"Po období stálého růstu začal v pondělí na trzích s ropou propad. Černé zlato odepisuje přes 4 procenta.
Na trh se začal vracet nepřítel ropného kartelu v podobě amerických těžařů z břidlic a cenám nesvědčí ani silný dolar. Irák navíc ohlásil rekordní export.
Zvýšená produkce Američanů by tak mohla vykompenzovat snížení těžby kartelu OPEC a ceny ropy by zase mohly začít klesat. 
Zdražování benzinu i nafty v Česku by se zastavilo.",David Busta,http://byznys.ihned.cz/c1-65580880-plan-ropneho-kartelu-nabourali-americane-tamni-tezari-se-vraceji-na-trh-cena-ropy-se-propada?utm_source=mediafed&utm_medium=rss&utm_campaign=mediafed,http://img.ihned.cz/attachment.php/690/65774690/2gexV3G1zlrROfwHq0UcaKbCu8Phi7M4/0929ALZIRSKO_SVET_ROPA_OPEC_160.jpg,https://byznys.ihned.cz/65580880,byznys,7,2017-01-11T04:08:31.365013+00:00
65580940,"Toyota investuje v USA 10 miliard dolarů, prý to není odpověď na kritiku Donalda Trumpa",2017-01-09T16:45:00+01:00,"Japonská Toyota hodlá v příštích pěti letech investovat v USA deset miliard dolarů.
Automobilku nedávno kritizoval Donald Trump kvůli plánované továrně v Mexiku.
Ta však podle šéfa Toyoty výrobu ani pracovní místa ve Spojených státech neohrozí.",ČTK,http://byznys.ihned.cz/c1-65580940-toyota-investuje-v-usa-10-miliard-dolaru-pry-to-neni-odpoved-na-kritiku-donalda-trumpa?utm_source=mediafed&utm_medium=rss&utm_campaign=mediafed,http://img.ihned.cz/attachment.php/490/61129490/3mnIRrsbzP2UtvyONpliw7H6AFoed4kS/020-14f-toyota-Reuters4.jpg,https://byznys.ihned.cz/65580940,byznys,0,2017-01-11T04:08:31.365013+00:00
65580860,Vláda schválila stavbu tří průmyslových zón za tři čtvrtě miliardy. Kvalitní půdě se vyhnou,2017-01-09T14:40:00+01:00,"V letech 2017 až 2022 by měly vzniknout nové průmyslové zóny. Náklady na jejich stavbu činí až 765 milionů korun.
Stavbu dříve zablokovalo ministerstvo zemědělství, jelikož Martin Jurečka nesouhlasil s tím, aby zóny vznikaly na nejkvalitnější půdě.
Nový návrh tak přesunul pozemek u Veselí nad Lužnicí do rezerv a stavět se na něm nebude.",ČTK,http://byznys.ihned.cz/c1-65580860-vlada-schvalila-stavbu-tri-prumyslovych-zon-za-tri-ctvrte-miliardy-kvalitni-pude-se-vyhnou?utm_source=mediafed&utm_medium=rss&utm_campaign=mediafed,http://img.ihned.cz/attachment.php/980/65012980/b1NdPmsOSwABojEn3up2iItUeHxMk45v/Lublin.jpg,https://byznys.ihned.cz/65580860,byznys,2,2017-01-11T04:08:31.365013+00:00
65580830,"Ahold se v Česku po převzetí Intersparu propadl do ztráty 1,2 miliardy korun",2017-01-09T13:49:00+01:00,"Majitel sítě Albert vykázal za roky 2014 a 2015 tržby 102,6 miliardy korun.
Firma skončila ve ztrátě 1,24 miliardy korun.
V minulém roce se společnost opět vrátila k zisku.",ČTK,http://byznys.ihned.cz/c1-65580830-ahold-se-v-cesku-po-prevzeti-intersparu-propadl-do-ztraty-1-2-miliardy-korun?utm_source=mediafed&utm_medium=rss&utm_campaign=mediafed,http://img.ihned.cz/attachment.php/670/63047670/ijmNSB6dFJIfA3eKPUCugkohlL28905y/albert_vestec.jpg,https://byznys.ihned.cz/65580830,byznys,3,2017-01-11T04:08:31.365013+00:00
65580780,V USA zatkli kvůli aféře Dieselgate prvního manažera Volkswagenu. Britové na automobilku podali hromadnou žalobu,2017-01-09T13:27:00+01:00,"Manažera Volkswagenu Olivera Schmidta v USA obvinili ze spiknutí s cílem podvodu.
Američané zatím trestně stíhali pouze jednoho inženýra, který se ke spiknutí přiznal.
Britové podali na VW hromadnou žalobu a žádají tisíce liber odškodného pro každého poškozeného.",ČTK,http://byznys.ihned.cz/c1-65580780-v-usa-zatkli-kvuli-afere-dieselgate-prvniho-manazera-volkswagenu-britove-na-automobilku-podali-hromadnou-zalobu?utm_source=mediafed&utm_medium=rss&utm_campaign=mediafed,http://img.ihned.cz/attachment.php/310/64196310/owL56e0cCyGntMWIUNRaEmsg4hVk3BFd/MXR10_VOLKSWAGEN-EMISSIONS-BONUSES-GERMANY_0414_11.jpg,https://byznys.ihned.cz/65580780,byznys,1,2017-01-11T04:08:31.365013+00:00
65580700,Operátoři Vodafone a O2 dostali od antimonopolního úřadu pokutu sto milionů za propojování sítí z roku 2001,2017-01-09T11:11:00+01:00,"Úřad pro ochranu hospodářské soutěže udělil mobilním operátorům O2 a Vodafone pokutu ve výši 99,1 milionu korun.
Operátoři se totiž dohodli na propojování sítě.
Dohoda trvala od roku 2001 do současnosti, a proto je pokuta vyšší. ÚOHS totiž zohlednil dobu trvání spolupráce.",ČTK,http://byznys.ihned.cz/c1-65580700-operatori-vodafone-a-o2-dostali-od-antimonopolniho-uradu-pokutu-sto-milionu-za-propojovani-siti-z-roku-2001?utm_source=mediafed&utm_medium=rss&utm_campaign=mediafed,http://img.ihned.cz/attachment.php/90/64410090/iG3B0SzQ5JbtkgF97WyAMdIlPjH6qpVO/08_schema.jpg,https://byznys.ihned.cz/65580700,byznys,4,2017-01-11T04:08:31.365013+00:00
65580680,Růst na severozápadě Čech a severu Moravy mají nastartovat noví podnikatelé. Vláda jim nabídne desítky miliard,2017-01-09T10:14:00+01:00,"Podnikatelům v Moravskoslezském, Ústeckém a Karlovarském kraji chce stát poskytnout pomoc v podobě peněz a poradenství.
Stát tím chce trojici nejslabších krajů zvednout z ekonomického dna.
V pondělí má základní koncepci, která se inspirovala třeba oživením ekonomiky německé oblasti Severního Porýní-Vestfálsko, schválit vláda.",Veronika Neprašová,http://byznys.ihned.cz/c1-65580680-rust-ve-trech-ekonomicky-nejslabsich-krajich-maji-nastartovat-novi-podnikatele-vlada-jim-nabidne-pomoc-i-penize?utm_source=mediafed&utm_medium=rss&utm_campaign=mediafed,http://img.ihned.cz/attachment.php/510/64442510/HbgeU8cWGi46TrlvJnCO31RpDLyKEtk9/shutterstock_269291777.jpg,https://byznys.ihned.cz/65580680,byznys,36,2017-01-11T04:08:31.365013+00:00
65580650,McDonald's prodává většinový podíl ve svých restauracích na čínském trhu,2017-01-09T10:03:00+01:00,"Fastfoodový řetězec McDonald´s prodá většinový podíl v podnikatelských aktivitách v Číně a Hongkongu.
Kupujícími budou čínský konglomerát CITIC a investoři z Carlyle Group. Ve firmě na čínském trhu získají 52, respektive 28 procent.
Cena tohoto podílu bude podle McDonald´s ve výši 2,1 miliardy dolarů, tedy 53,8 miliardy korun.",ČTK,http://byznys.ihned.cz/c1-65580650-mcdonald-s-prodava-vetsinovy-podil-ve-svych-restauracich-na-cinskem-trhu?utm_source=mediafed&utm_medium=rss&utm_campaign=mediafed,http://img.ihned.cz/attachment.php/280/63260280/Ahpi2NUfRwegVuKTCand4cjHo1EJtMGO/jarvis_56a6547c498e3d12df1c6efd.jpeg,https://byznys.ihned.cz/65580650,byznys,1,2017-01-11T04:08:31.365013+00:00
65580630,"Prosincová nezaměstnanost klesla na 5,2 procenta. Konec roku byl nejlepší od krize",2017-01-09T09:14:00+01:00,"Nezaměstnanost v Česku v prosinci klesla na 5,2 procenta z loňských 6,2 procenta.
Žadatelů o práci bylo nejméně za několik let, počet volných míst naopak rychle rostl.
Nejnižší nezaměstnanost byla v Praze, nejvyšší v Ústeckém kraji.",ČTK,http://byznys.ihned.cz/c1-65580630-prosincova-nezamestnanost-klesla-na-5-2-procenta-konec-roku-byl-nejlepsi-od-krize?utm_source=mediafed&utm_medium=rss&utm_campaign=mediafed,http://img.ihned.cz/attachment.php/730/43539730/7PL2Ay9m0vqEBGjIrasJTORCdo3cDHin/_mg_2869.jpg,https://byznys.ihned.cz/65580630,byznys,6,2017-01-11T04:08:31.365013+00:00
65580480,Narozeniny,2017-01-09T00:00:00+01:00,,red,http://archiv.ihned.cz/c1-65580480-narozeniny?utm_source=mediafed&utm_medium=rss&utm_campaign=mediafed,http://img.ihned.cz/attachment.php/580/66777580/luUe6Bg3QkCtn548NIVJSFaOmbwM1GyT/jarvis_58728c65498e711a2f214202.jpeg,https://byznys.ihned.cz/65580480,byznys,0,2017-01-11T04:08:31.365013+00:00
65580450,Přestupy,2017-01-09T00:00:00+01:00,,Ondřej Macka,http://archiv.ihned.cz/c1-65580450-prestupy?utm_source=mediafed&utm_medium=rss&utm_campaign=mediafed,http://img.ihned.cz/attachment.php/360/66777360/k2VLKOmCJaTI4rjR7NSy0nsHu1FWlqoA/jarvis_58728ac2498eab702a48d878.jpeg,https://byznys.ihned.cz/65580450,byznys,0,2017-01-11T04:08:31.365013+00:00
65580430,Společnost,2017-01-09T00:00:00+01:00,,red,http://archiv.ihned.cz/c1-65580430-spolecnost?utm_source=mediafed&utm_medium=rss&utm_campaign=mediafed,http://img.ihned.cz/attachment.php/260/66777260/kaSyt97JHuFfT2D41mcMr6v0zwjboVqI/jarvis_58728a3b498e711a2f212e93.jpeg,https://byznys.ihned.cz/65580430,byznys,0,2017-01-11T04:08:31.365013+00:00
65580340,Lidovci chtějí od elektronické evidence tržeb osvobodit živnostníky a řemeslníky. U restaurací by ji zachovali,2017-01-09T00:00:00+01:00,"Jen několik týdnů po startu elektronické evidence tržeb navrhuje vládní KDU-ČSL zrušit třetí a čtvrtou fázi nového zákona. 
Lidovci považují za správné, aby své tržby elektronicky evidovaly restaurace, hotely a obchody.
U ostatních podnikatelů by podle nich vše šlo vyřešit jinou cestou.",Martin Ťopek,http://archiv.ihned.cz/c1-65580340-lidovci-chteji-od-elektronicke-evidence-osvobodit-zivnostniky-a-remeslniky?utm_source=mediafed&utm_medium=rss&utm_campaign=mediafed,http://img.ihned.cz/attachment.php/460/66776460/3ruj2UG6KJO0snB9o8SmeAdz1fN5PQil/jarvis_58727398498e711a2f207bf5.jpeg,https://byznys.ihned.cz/65580340,byznys,73,2017-01-11T04:08:31.365013+00:00
65580260,Steve Jobs představil iPhone před 10 lety. Dodnes se jich prodalo přes miliardu,2017-01-09T00:00:00+01:00,"První iPhone měl premiéru 9. ledna 2007, začal se prodávat v&nbsp;témže roce v&nbsp;létě.
Dosud se jich po&nbsp;celém světě prodala více než miliarda kusů.
Pro Apple se iPhone stal klíčovým výrobkem, který tvoří naprostou většinu jeho astronomických zisků.",Luboš Kreč,http://archiv.ihned.cz/c1-65580260-steve-jobs-predstavil-iphone-pred-10-lety-dodnes-se-jich-prodalo-pres-miliardu?utm_source=mediafed&utm_medium=rss&utm_campaign=mediafed,http://img.ihned.cz/attachment.php/750/66776750/ofEvzj31P7QiO0nK86ClmdeLAH9NSIVB/jarvis_5872629b498e711a2f1ffe22.jpg,https://byznys.ihned.cz/65580260,byznys,3,2017-01-11T04:08:31.365013+00:00
65580070,"Začíná autosalon v Detroitu: V USA roste poptávka po velkých autech, továrny s menšími modely propouštějí",2017-01-09T00:00:00+01:00,"Americkým motoristům loni zlevnil benzin o&nbsp;12 procent.  
Pohonné hmoty nepodraží o&nbsp;tolik, aby přestali kupovat velká ""žíznivá"" auta.  
Naproti tomu prodej těch menších a&nbsp;úspornějších bude nadále slábnout.",Václav Lavička,http://archiv.ihned.cz/c1-65580070-v-usa-roste-poptavka-po-velkych-autech-tovarny-s-mensimi-modely-propousteji?utm_source=mediafed&utm_medium=rss&utm_campaign=mediafed,http://img.ihned.cz/attachment.php/150/66775150/dz8RLQ7K0iArp3gSt2No9E4PnD5kWmJl/jarvis_58725665498eab7028f7a6e6.jpeg,https://byznys.ihned.cz/65580070,byznys,0,2017-01-11T04:08:31.365013+00:00
65580050,"Český manažer rozjíždí ""heureku"" pro jihovýchodní Asii. Firma roste v desítkách procent každý měsíc",2017-01-09T00:00:00+01:00,"Český manažer rozjíždí v jihovýchodní Asii obdobu Heureky. Ale na trhu, kde žije 600 milionů lidí.
Do start-upu iPrice se sídlem v Malajsii Chmelař nastoupil po čtyřletém působení v představenstvu finanční skupiny Wüstenrot.
Firma podle něj každý měsíc roste o desítky procent. Chmelař věří, že by její hodnota mohla v budoucnu překročit miliardu dolarů.",Kateřina Adamcová,http://archiv.ihned.cz/c1-65580050-david-chmelar-si-pochvaluje-novy-zivot-v-kuala-lumpuru?utm_source=mediafed&utm_medium=rss&utm_campaign=mediafed,http://img.ihned.cz/attachment.php/960/66774960/Lwk9mEqijcGJaovOTeHUA4I2rtxf8KBs/jarvis_58724a89498eab7028ac6fb5.jpeg,https://byznys.ihned.cz/65580050,byznys,0,2017-01-11T04:08:31.365013+00:00
65579990,Pražské Radlice se mění v administrativní čtvrť. Další velkou kancelářskou budovu plánuje stavět HB Reavis,2017-01-09T00:00:00+01:00,"Společnost HB Reavis plánuje u stanice metra Radlická v Praze vybudovat administrativní budovu. V té najde práci zhruba 2,7 tisíce lidí. 
Stavba nového projektu by mohla odstartovat na podzim letošního roku. Dokončení firma očekává v roce 2019. 
Radlice se mění v jednu z nejžádanějších administrativních čtvrtí v Praze. Nová výstavba během několika následujících let nabídne zhruba 100 tisíc metrů čtverečních ploch.",Adam Váchal,http://archiv.ihned.cz/c1-65579990-v-prazskych-radlicich-vyrostou-dalsi-kancelare?utm_source=mediafed&utm_medium=rss&utm_campaign=mediafed,http://img.ihned.cz/attachment.php/660/66774660/VMAgOwRjJbBU7Hytdq2o89NmlLSrazFp/jarvis_58724415498eab702882639f.jpeg,https://byznys.ihned.cz/65579990,byznys,1,2017-01-11T04:08:31.365013+00:00
65579970,Česká IT společnost dodá finským celníkům software za stovky milionů. Solitea porazila i domácí Tieto,2017-01-09T00:00:00+01:00,"Pražská IT firma Solitea Business Solutions získala zakázku za&nbsp;téměř 600 milionů korun od&nbsp;finské celní správy. 
V&nbsp;soutěži Češi porazili i&nbsp;tamní Tieto, největší IT firmu Skandinávie. 
Celní software už Solitea dodává do&nbsp;Česka a&nbsp;Srbska díky evropskému nařízení o&nbsp;nutnosti modernizace celních správ a&nbsp;věří v&nbsp;úspěch v&nbsp;dalších zemích EU.",Jan Úšela,http://archiv.ihned.cz/c1-65579970-ceska-it-firma-doda-finskym-celnikum-software-za-stovky-milionu-solitea-porazila-i-domaci-tieto?utm_source=mediafed&utm_medium=rss&utm_campaign=mediafed,http://img.ihned.cz/attachment.php/560/66774560/0qcize9OtAE1h6JbuBNFDWPgUInvSxKl/jarvis_587243c8498e711a2f1f314b.jpeg,https://byznys.ihned.cz/65579970,byznys,0,2017-01-11T04:08:31.365013+00:00
65579930,Zájem o korunu klesl jen dočasně. ČNB čelí tlakům kvůli rostoucí inflaci,2017-01-09T00:00:00+01:00,"Objem intervencí ČNB se v&nbsp;listopadu snížil z&nbsp;říjnových 107 miliard na&nbsp;14 miliard korun.  
Zájem spekulantů o&nbsp;nákup české koruny ochladl po&nbsp;vítězství Donalda Trumpa v&nbsp;amerických prezidentských volbách. 
Podle analytiků šlo ale jen o&nbsp;dočasný propad a&nbsp;centrální banka musí být v&nbsp;bránění měně před posílením pod 27 korun za&nbsp;euro opět aktivnější.",Janis Aliapulios,http://archiv.ihned.cz/c1-65579930-zajem-o-korunu-klesl-jen-docasne-cnb-celi-tlakum-kvuli-rostouci-inflaci?utm_source=mediafed&utm_medium=rss&utm_campaign=mediafed,http://img.ihned.cz/attachment.php/180/35150180/istv34BCDEFGHIJKMOjl6QWcqxz0STRm/koruna-ilu.jpg,https://byznys.ihned.cz/65579930,byznys,22,2017-01-11T04:08:31.365013+00:00
65579190,"Na změnách jako propouštění nebo slučování firem je nejtěžší přesvědčit zaměstnance, že to má smysl",2017-01-09T00:00:00+01:00,"Měnit zažité věci se firmám daří, jen když dobře komunikují.
Těmto úkolům se věnuje takzvaný change management neboli řízení změn.
Pro firmy je důležité, aby i lidé, kteří mají přijít o&nbsp;zaměstnání, do&nbsp;poslední chvíle podávali kvalitní pracovní výkon. Zásadní je přitom, aby zaměstnavatelé komunikovali otevřeně a&nbsp;řádně se o&nbsp;odcházející zaměstnance postarali.",Jana Niedermeierová,http://archiv.ihned.cz/c1-65579190-menit-zazite-veci-se-firmam-dari-jen-kdyz-dobre-komunikuji?utm_source=mediafed&utm_medium=rss&utm_campaign=mediafed,http://img.ihned.cz/attachment.php/230/66766230/ioPSgmhAWQarjkNbVy94CIUsfqu56OMx/jarvis_586fe42b498eab70194c6d3e.jpeg,https://byznys.ihned.cz/65579190,byznys,0,2017-01-11T04:08:31.365013+00:00
